User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Errors?,Is Fraud?
0,0,2022,1,5,17:08,$89.56,Chip Transaction,Target,Mira Loma,NY,91750.0,7832.0,Invalid Expiry Date,No
0,0,2022,1,5,20:04,$50.45,Swipe Transaction,Shell,Pasadena,CA,91752.0,5651.0,,No
0,0,2022,1,5,21:59,$29.51,Chip Transaction,Walmart,Monterey Park,TX,91754.0,5411.0,,No
0,0,2022,1,6,02:17,$92.94,Online Transaction,Starbucks,Monterey Park,TX,90210.0,7832.0,,No
0,0,2022,1,6,05:52,$138.29,Chip Transaction,Starbucks,Pasadena,TX,91750.0,5411.0,,No
0,0,2022,1,6,08:38,$119.36,Online Transaction,7-Eleven,Monterey Park,TX,90210.0,5651.0,Duplicate Transaction,No
0,0,2022,1,6,11:42,$108.89,Chip Transaction,Best Buy,Mira Loma,NV,91750.0,4900.0,,No
0,0,2022,1,6,16:06,$25.97,Online Transaction,Amazon,Mira Loma,NV,90210.0,5300.0,,No
0,0,2022,1,6,19:45,$30.42,Online Transaction,Costco,Mira Loma,TX,90210.0,7832.0,,No
0,0,2022,1,6,22:40,$23.98,Online Transaction,Costco,Pasadena,NV,90001.0,5651.0,,No
0,0,2022,1,7,02:38,$110.45,Online Transaction,Best Buy,Monterey Park,NY,90001.0,5300.0,Currency Not Supported,No
0,0,2022,1,7,03:42,$114.39,Swipe Transaction,Amazon,Monterey Park,CA,91750.0,7832.0,,No
0,0,2022,1,7,06:17,$126.97,Chip Transaction,Target,La Verne,CA,90210.0,5300.0,,No
0,0,2022,1,7,11:07,$15.18,Swipe Transaction,Starbucks,Mira Loma,TX,90210.0,7832.0,,No
0,0,2022,1,7,13:46,$139.13,Online Transaction,Walmart,Monterey Park,NV,91752.0,5651.0,,No
0,0,2022,1,7,15:05,$142.62,Chip Transaction,Shell,La Verne,NV,90001.0,7538.0,,No
0,0,2022,1,7,15:31,$36.27,Online Transaction,Amazon,La Verne,NV,91750.0,7538.0,,No
0,0,2022,1,7,16:53,$103.1,Chip Transaction,Walmart,Pasadena,CA,91754.0,4900.0,,No
0,0,2022,1,7,21:12,$96.55,Chip Transaction,Walmart,Pasadena,TX,91750.0,7832.0,,Yes
0,0,2022,1,7,22:30,$69.45,Chip Transaction,Costco,Monterey Park,NY,91754.0,5651.0,Insufficient Funds,No
0,0,2022,1,8,02:47,$132.83,Chip Transaction,Target,La Verne,CA,90210.0,7538.0,Expired Card,No
0,0,2022,1,8,05:52,$58.23,Chip Transaction,Amazon,Monterey Park,NY,91754.0,7538.0,,No
0,0,2022,1,8,10:02,$56.32,Swipe Transaction,7-Eleven,Mira Loma,TX,90210.0,7538.0,,No
0,0,2022,1,8,12:32,$98.11,Swipe Transaction,Shell,Los Angeles,CA,91750.0,5411.0,,No
0,0,2022,1,8,16:40,$18.65,Online Transaction,Shell,Monterey Park,TX,91752.0,4900.0,,No
0,0,2022,1,8,17:25,$37.89,Chip Transaction,Costco,Monterey Park,CA,91750.0,5411.0,,No
0,0,2022,1,8,18:58,$111.58,Online Transaction,Starbucks,Los Angeles,NV,91752.0,4900.0,Exceeds Withdrawal Limit,No
0,0,2022,1,8,23:03,$61.65,Online Transaction,Starbucks,Pasadena,CA,91752.0,5411.0,,No
0,0,2022,1,9,01:59,$125.26,Chip Transaction,7-Eleven,Mira Loma,TX,90001.0,4900.0,,No
0,0,2022,1,9,04:20,$112.43,Chip Transaction,7-Eleven,Pasadena,NV,91750.0,7832.0,,No
0,0,2022,1,9,08:49,$7.59,Chip Transaction,Amazon,Mira Loma,NV,91752.0,7832.0,,No
0,0,2022,1,9,09:19,$126.94,Swipe Transaction,Best Buy,La Verne,NV,90210.0,5411.0,,No
0,0,2022,1,9,09:49,$21.33,Online Transaction,Amazon,La Verne,NV,90001.0,7538.0,,No
0,0,2022,1,9,13:07,$142.96,Chip Transaction,Target,Los Angeles,CA,91750.0,5651.0,,No
0,0,2022,1,9,13:54,$135.72,Swipe Transaction,Best Buy,La Verne,CA,91750.0,5300.0,,No
0,0,2022,1,9,15:55,$57.21,Chip Transaction,Amazon,Los Angeles,CA,91752.0,7832.0,,No
0,0,2022,1,9,17:15,$83.53,Swipe Transaction,Target,La Verne,NV,90001.0,5300.0,,No
0,0,2022,1,9,17:43,$144.06,Chip Transaction,Walmart,La Verne,NV,90001.0,5411.0,,No
0,0,2022,1,9,21:36,$25.29,Chip Transaction,Amazon,La Verne,TX,91752.0,7538.0,,No
0,0,2022,1,9,23:36,$59.04,Swipe Transaction,Best Buy,Monterey Park,NY,91750.0,7538.0,,No
0,0,2022,1,9,23:52,$4.07,Swipe Transaction,Walmart,Pasadena,NV,91750.0,4900.0,,No
0,0,2022,1,10,04:30,$75.38,Swipe Transaction,Amazon,La Verne,CA,91754.0,5300.0,,No
0,0,2022,1,10,06:44,$138.02,Swipe Transaction,Best Buy,Los Angeles,CA,90210.0,7538.0,Merchant Not Found,No
0,0,2022,1,10,08:14,$47.16,Swipe Transaction,Target,Los Angeles,NY,90001.0,5300.0,,No
0,0,2022,1,10,08:25,$93.86,Online Transaction,Shell,Mira Loma,NV,90001.0,7538.0,,No
0,0,2022,1,10,09:18,$77.98,Chip Transaction,Starbucks,La Verne,TX,91754.0,7538.0,,No
0,0,2022,1,10,12:44,$13.57,Online Transaction,Best Buy,La Verne,NY,91754.0,7538.0,Technical Glitch,No
0,0,2022,1,10,16:43,$50.61,Online Transaction,Costco,Monterey Park,CA,90210.0,5411.0,,No
0,0,2022,1,10,19:39,$41.8,Online Transaction,Best Buy,Los Angeles,NV,91754.0,7538.0,Invalid Expiry Date,No
0,0,2022,1,10,23:59,$72.01,Online Transaction,Target,Mira Loma,NY,91750.0,7832.0,,No
0,0,2022,1,11,02:13,$92.59,Swipe Transaction,Walmart,Mira Loma,NV,90210.0,5300.0,,No
0,0,2022,1,11,04:58,$98.2,Swipe Transaction,Shell,Mira Loma,TX,90001.0,5411.0,,No
0,0,2022,1,11,06:23,$97.54,Swipe Transaction,Walmart,Mira Loma,TX,91754.0,7538.0,,No
0,0,2022,1,11,08:37,$69.14,Chip Transaction,Target,Mira Loma,NY,90001.0,4900.0,,No
0,0,2022,1,11,09:55,$105.44,Swipe Transaction,Best Buy,Monterey Park,NV,90001.0,7832.0,,No
0,0,2022,1,11,11:47,$131.66,Online Transaction,7-Eleven,Monterey Park,TX,90001.0,4900.0,,No
0,0,2022,1,11,16:41,$41.43,Chip Transaction,Shell,Monterey Park,CA,91750.0,5411.0,,No
0,0,2022,1,11,17:08,$104.71,Chip Transaction,Walmart,La Verne,TX,91752.0,4900.0,Duplicate Transaction,No
0,0,2022,1,11,20:39,$61.46,Swipe Transaction,Costco,Pasadena,NV,91752.0,7538.0,,No
0,0,2022,1,11,21:18,$147.92,Swipe Transaction,Target,Pasadena,TX,91750.0,5651.0,,Yes
0,0,2022,1,11,22:01,$92.33,Swipe Transaction,Amazon,Pasadena,NV,91750.0,5411.0,,No
0,0,2022,1,12,01:57,$93.7,Swipe Transaction,Starbucks,Pasadena,NV,91754.0,7832.0,,No
0,0,2022,1,12,04:58,$128.14,Chip Transaction,Costco,Los Angeles,TX,91754.0,5300.0,,No
0,0,2022,1,12,07:19,$49.51,Swipe Transaction,Best Buy,Mira Loma,NV,91754.0,7832.0,,No
0,0,2022,1,12,08:39,$103.43,Chip Transaction,Best Buy,Monterey Park,NV,91750.0,7538.0,,No
0,0,2022,1,12,12:26,$26.25,Swipe Transaction,Costco,Monterey Park,NV,91754.0,7832.0,,No
0,0,2022,1,12,13:19,$42.55,Online Transaction,Target,Los Angeles,CA,90001.0,5651.0,,No
0,0,2022,1,12,16:43,$47.74,Swipe Transaction,Amazon,Los Angeles,NV,90001.0,7538.0,,No
0,0,2022,1,12,18:19,$16.02,Swipe Transaction,Best Buy,Pasadena,CA,91754.0,7538.0,,No
0,0,2022,1,12,19:51,$8.7,Swipe Transaction,Best Buy,Los Angeles,NV,91750.0,5411.0,,No
0,0,2022,1,12,22:35,$92.74,Swipe Transaction,Costco,Pasadena,NV,91752.0,5651.0,,No
0,0,2022,1,13,01:32,$22.99,Online Transaction,Amazon,Mira Loma,NV,91754.0,5411.0,,No
0,0,2022,1,13,05:52,$146.18,Online Transaction,Costco,La Verne,CA,91750.0,7538.0,Account Closed,Yes
0,0,2022,1,13,08:06,$3.28,Chip Transaction,Amazon,La Verne,TX,91752.0,5300.0,,No
0,0,2022,1,13,10:42,$98.71,Online Transaction,Starbucks,Los Angeles,NY,90210.0,4900.0,,No
0,0,2022,1,13,13:12,$8.5,Swipe Transaction,Costco,Mira Loma,CA,90210.0,7832.0,,No
0,0,2022,1,13,15:08,$114.7,Swipe Transaction,Target,Pasadena,NV,91754.0,5651.0,,No
0,0,2022,1,13,15:34,$2.79,Online Transaction,Walmart,La Verne,NV,91754.0,5651.0,,No
0,0,2022,1,13,15:44,$53.21,Online Transaction,Costco,Pasadena,NY,91750.0,5411.0,,No
0,0,2022,1,13,20:15,$85.48,Chip Transaction,Amazon,Los Angeles,NY,90210.0,5300.0,,No
0,0,2022,1,13,23:23,$24.47,Online Transaction,Target,Mira Loma,NY,90001.0,5300.0,,No
0,0,2022,1,14,00:28,$113.5,Swipe Transaction,Best Buy,Los Angeles,NV,90001.0,5300.0,,No
0,0,2022,1,14,02:33,$116.61,Swipe Transaction,Costco,Pasadena,NV,90210.0,7832.0,,No
0,0,2022,1,14,04:07,$77.64,Swipe Transaction,Best Buy,Pasadena,TX,91754.0,7538.0,,No
0,0,2022,1,14,06:05,$91.69,Online Transaction,Best Buy,Mira Loma,CA,90210.0,5411.0,,No
0,0,2022,1,14,10:36,$148.48,Swipe Transaction,Target,Los Angeles,NY,91754.0,5651.0,,No
0,0,2022,1,14,14:30,$144.97,Chip Transaction,Costco,Mira Loma,TX,91750.0,5651.0,,No
0,0,2022,1,14,16:54,$131.45,Swipe Transaction,Costco,La Verne,NV,91754.0,5411.0,,No
0,0,2022,1,14,21:29,$72.79,Online Transaction,Starbucks,Los Angeles,NY,91752.0,4900.0,,No
0,0,2022,1,15,00:10,$55.68,Swipe Transaction,Costco,La Verne,NV,91754.0,7832.0,,No
0,0,2022,1,15,04:30,$94.07,Swipe Transaction,Costco,Los Angeles,TX,90210.0,7538.0,Insufficient Funds,Yes
0,0,2022,1,15,05:28,$143.11,Chip Transaction,Walmart,Pasadena,NY,91750.0,5411.0,,No
0,0,2022,1,15,10:24,$111.3,Swipe Transaction,Shell,Los Angeles,NV,91754.0,5300.0,,No
0,0,2022,1,15,13:35,$17.82,Swipe Transaction,Costco,Monterey Park,CA,90001.0,5651.0,,No
0,0,2022,1,15,15:07,$14.71,Chip Transaction,7-Eleven,Pasadena,NY,91754.0,7832.0,,No
0,0,2022,1,15,16:15,$49.28,Swipe Transaction,Costco,Monterey Park,TX,90210.0,5300.0,,Yes
0,0,2022,1,15,19:04,$17.17,Online Transaction,7-Eleven,La Verne,CA,91752.0,4900.0,,No
0,0,2022,1,15,23:38,$8.21,Swipe Transaction,Amazon,Mira Loma,NY,90001.0,5411.0,,No
0,0,2022,1,16,03:15,$89.53,Chip Transaction,7-Eleven,Monterey Park,NY,91750.0,5411.0,,No
0,0,2022,1,16,06:39,$70.68,Chip Transaction,Amazon,Pasadena,NY,91752.0,7538.0,,No
0,0,2022,1,16,07:44,$106.73,Chip Transaction,Amazon,Pasadena,NY,91750.0,5411.0,,No
0,0,2022,1,16,11:00,$83.6,Chip Transaction,Costco,Pasadena,TX,91752.0,7832.0,,No
0,0,2022,1,16,11:28,$66.85,Online Transaction,Best Buy,Los Angeles,NV,90001.0,5651.0,,No
0,0,2022,1,16,13:12,$104.7,Chip Transaction,Target,Los Angeles,TX,90210.0,7538.0,Technical Glitch,Yes
0,0,2022,1,16,16:34,$115.35,Swipe Transaction,Walmart,Pasadena,CA,90210.0,4900.0,,No
0,0,2022,1,16,18:16,$37.36,Online Transaction,Best Buy,Monterey Park,TX,91754.0,7538.0,,No
0,0,2022,1,16,21:20,$143.68,Swipe Transaction,7-Eleven,Pasadena,TX,90210.0,7538.0,,No
0,0,2022,1,16,22:16,$11.04,Online Transaction,Shell,Pasadena,NV,90001.0,7832.0,,No
0,0,2022,1,17,02:45,$49.96,Swipe Transaction,Best Buy,Monterey Park,NY,90001.0,5411.0,,No
0,0,2022,1,17,03:22,$70.11,Chip Transaction,7-Eleven,La Verne,NY,91752.0,5651.0,,No
0,0,2022,1,17,04:59,$79.48,Online Transaction,Shell,Monterey Park,TX,90210.0,5651.0,,No
0,0,2022,1,17,07:04,$14.23,Online Transaction,Target,La Verne,CA,91750.0,5651.0,,No
0,0,2022,1,17,10:24,$64.24,Chip Transaction,Starbucks,Pasadena,CA,91754.0,7832.0,,No
0,0,2022,1,17,14:15,$114.57,Chip Transaction,Amazon,Mira Loma,NY,91752.0,7538.0,,No
0,0,2022,1,17,14:29,$116.43,Chip Transaction,7-Eleven,La Verne,TX,91750.0,5300.0,,No
0,0,2022,1,17,16:31,$132.83,Swipe Transaction,Best Buy,Mira Loma,CA,90001.0,7832.0,,No
0,0,2022,1,17,19:38,$17.1,Chip Transaction,Best Buy,La Verne,TX,90210.0,5300.0,,No
0,0,2022,1,17,23:02,$44.77,Chip Transaction,Shell,Pasadena,NV,90001.0,7538.0,,No
0,0,2022,1,18,02:02,$142.16,Swipe Transaction,Amazon,Los Angeles,TX,90001.0,4900.0,,No
0,0,2022,1,18,03:59,$102.11,Chip Transaction,Shell,La Verne,CA,91750.0,4900.0,,No
0,0,2022,1,18,04:24,$86.61,Online Transaction,7-Eleven,Monterey Park,TX,90210.0,7538.0,Insufficient Funds,No
0,0,2022,1,18,08:07,$80.0,Chip Transaction,Costco,Mira Loma,CA,90001.0,5651.0,,No
0,0,2022,1,18,09:01,$21.89,Online Transaction,Best Buy,Mira Loma,NV,90001.0,5651.0,,Yes
0,0,2022,1,18,12:57,$14.73,Online Transaction,Starbucks,Pasadena,NY,91754.0,7538.0,,No
0,0,2022,1,18,16:34,$115.75,Chip Transaction,Walmart,Pasadena,CA,90001.0,7832.0,,No
0,0,2022,1,18,17:14,$113.24,Online Transaction,Shell,Monterey Park,TX,91750.0,5411.0,,No
0,0,2022,1,18,20:49,$144.83,Swipe Transaction,Shell,Mira Loma,TX,91750.0,5411.0,Insufficient Funds,No
0,0,2022,1,18,23:44,$108.39,Swipe Transaction,Walmart,La Verne,NY,91752.0,7538.0,,Yes
0,0,2022,1,19,01:50,$29.7,Online Transaction,Best Buy,Los Angeles,NY,90210.0,5411.0,,No
0,0,2022,1,19,05:37,$133.12,Swipe Transaction,Amazon,Mira Loma,CA,91752.0,5300.0,,No
0,0,2022,1,19,07:04,$64.53,Online Transaction,Shell,Monterey Park,NV,91754.0,4900.0,Transaction Timeout,Yes
0,0,2022,1,19,09:46,$147.63,Chip Transaction,Amazon,Mira Loma,NV,90001.0,5300.0,,Yes
0,0,2022,1,19,14:19,$8.67,Chip Transaction,Shell,La Verne,CA,91752.0,5411.0,,No
0,0,2022,1,19,17:54,$97.47,Online Transaction,Costco,Monterey Park,NY,91750.0,5651.0,,No
0,0,2022,1,19,18:38,$137.33,Swipe Transaction,Amazon,La Verne,CA,91750.0,4900.0,,No
0,0,2022,1,19,20:05,$123.57,Online Transaction,Best Buy,Mira Loma,NV,91754.0,7832.0,,Yes
0,0,2022,1,19,20:26,$134.73,Chip Transaction,Best Buy,Monterey Park,NV,91750.0,5411.0,,No
0,0,2022,1,19,21:23,$26.4,Online Transaction,Target,Pasadena,TX,91750.0,5411.0,,No
0,0,2022,1,20,01:21,$58.94,Chip Transaction,Amazon,Monterey Park,NY,91752.0,7832.0,Duplicate Transaction,No
0,0,2022,1,20,06:11,$101.49,Swipe Transaction,Costco,La Verne,NV,91750.0,5300.0,,No
0,0,2022,1,20,06:49,$52.36,Swipe Transaction,Costco,Mira Loma,CA,90210.0,7832.0,Issuer Unavailable,No
0,0,2022,1,20,11:34,$34.42,Swipe Transaction,Costco,Pasadena,TX,91752.0,5411.0,,No
0,0,2022,1,20,15:08,$74.5,Online Transaction,Starbucks,Pasadena,NV,91754.0,5411.0,,No
0,0,2022,1,20,15:50,$30.73,Swipe Transaction,Costco,La Verne,TX,90210.0,5411.0,,No
0,0,2022,1,20,17:17,$121.37,Swipe Transaction,Shell,Monterey Park,NV,90001.0,5411.0,,No
0,0,2022,1,20,17:34,$29.96,Online Transaction,Starbucks,Los Angeles,NY,90001.0,5300.0,,No
0,0,2022,1,20,19:32,$72.13,Swipe Transaction,Amazon,Mira Loma,TX,91750.0,5651.0,,No
0,0,2022,1,20,23:04,$114.6,Chip Transaction,Costco,Los Angeles,CA,91752.0,4900.0,,No
0,0,2022,1,21,03:40,$26.12,Chip Transaction,7-Eleven,Los Angeles,CA,91752.0,4900.0,,Yes
0,0,2022,1,21,08:12,$44.48,Swipe Transaction,7-Eleven,Monterey Park,NY,91752.0,7538.0,,Yes
0,0,2022,1,21,09:08,$10.75,Chip Transaction,Walmart,Mira Loma,NY,91754.0,7832.0,,No
0,0,2022,1,21,11:17,$85.99,Chip Transaction,7-Eleven,Monterey Park,NV,91752.0,7538.0,,No
0,0,2022,1,21,13:43,$135.12,Swipe Transaction,Walmart,Mira Loma,NV,90210.0,4900.0,Invalid CVV,No
0,0,2022,1,21,17:15,$12.91,Swipe Transaction,Costco,Los Angeles,NV,91752.0,5300.0,Card Blocked by Bank,No
0,0,2022,1,21,20:25,$16.06,Online Transaction,Walmart,Pasadena,CA,90210.0,5411.0,,No
0,0,2022,1,21,23:48,$25.31,Chip Transaction,Amazon,La Verne,CA,90001.0,7832.0,,No
0,0,2022,1,22,04:33,$42.65,Online Transaction,7-Eleven,La Verne,NY,91750.0,5651.0,,No
0,0,2022,1,22,07:24,$112.81,Chip Transaction,Walmart,Mira Loma,NY,91754.0,7832.0,,No
0,0,2022,1,22,12:02,$97.46,Online Transaction,7-Eleven,La Verne,NV,91754.0,5411.0,Invalid CVV,Yes
0,0,2022,1,22,16:50,$80.29,Swipe Transaction,Starbucks,Pasadena,NY,90210.0,5300.0,Card Blocked by Bank,No
0,0,2022,1,22,20:53,$123.36,Online Transaction,Target,Los Angeles,TX,91750.0,7538.0,,No
0,0,2022,1,22,22:23,$106.06,Chip Transaction,Shell,Los Angeles,NY,90001.0,5651.0,,No
0,0,2022,1,22,23:49,$10.24,Chip Transaction,7-Eleven,Los Angeles,NY,91750.0,7832.0,Duplicate Transaction,No
0,0,2022,1,23,00:55,$136.32,Chip Transaction,Target,Monterey Park,TX,91750.0,4900.0,,No
0,0,2022,1,23,01:48,$91.75,Chip Transaction,Target,Pasadena,CA,91752.0,5411.0,,No
0,0,2022,1,23,05:50,$12.24,Online Transaction,Shell,Pasadena,NV,91750.0,5300.0,,No
0,0,2022,1,23,06:45,$19.19,Online Transaction,Best Buy,Pasadena,NY,90001.0,5651.0,,No
0,0,2022,1,23,08:40,$114.92,Swipe Transaction,Shell,Los Angeles,TX,91754.0,5300.0,,No
0,0,2022,1,23,09:55,$109.38,Chip Transaction,Starbucks,Los Angeles,CA,91750.0,5300.0,,No
0,0,2022,1,23,11:00,$113.69,Chip Transaction,Best Buy,La Verne,CA,91752.0,5300.0,,No
0,0,2022,1,23,13:43,$48.32,Swipe Transaction,Walmart,Monterey Park,NV,91750.0,4900.0,,No
0,0,2022,1,23,17:47,$105.76,Chip Transaction,Amazon,Mira Loma,NY,91752.0,7832.0,,No
0,0,2022,1,23,20:11,$78.12,Chip Transaction,Best Buy,Los Angeles,NY,91752.0,5300.0,,No
0,0,2022,1,24,00:59,$97.31,Chip Transaction,Amazon,Los Angeles,TX,90210.0,7538.0,,No
0,0,2022,1,24,03:30,$24.95,Swipe Transaction,Walmart,Pasadena,TX,91750.0,5300.0,,No
0,0,2022,1,24,07:05,$105.35,Chip Transaction,Costco,Los Angeles,CA,91750.0,5411.0,,No
0,0,2022,1,24,11:29,$53.23,Swipe Transaction,Target,Los Angeles,NY,90001.0,7832.0,,No
0,0,2022,1,24,13:15,$48.64,Swipe Transaction,Amazon,La Verne,NY,90210.0,7538.0,,No
0,0,2022,1,24,15:44,$90.65,Chip Transaction,Shell,La Verne,CA,91752.0,7832.0,Technical Glitch,No
0,0,2022,1,24,16:56,$68.49,Chip Transaction,Starbucks,Pasadena,NY,91754.0,4900.0,,No
0,0,2022,1,24,19:51,$20.99,Online Transaction,7-Eleven,Los Angeles,NV,91754.0,5411.0,,No
0,0,2022,1,25,00:40,$132.13,Chip Transaction,Starbucks,Mira Loma,NV,90210.0,5651.0,,No
0,0,2022,1,25,02:21,$53.75,Chip Transaction,Target,Mira Loma,TX,90210.0,7538.0,,No
0,0,2022,1,25,03:10,$2.87,Chip Transaction,Walmart,La Verne,CA,90210.0,7832.0,Account Closed,No
0,0,2022,1,25,04:19,$48.47,Swipe Transaction,Best Buy,Mira Loma,CA,90001.0,5651.0,,No
0,0,2022,1,25,07:03,$115.34,Chip Transaction,Shell,Los Angeles,TX,91750.0,5651.0,,No
0,0,2022,1,25,09:55,$16.06,Chip Transaction,7-Eleven,Mira Loma,NY,91754.0,4900.0,,No
0,0,2022,1,25,11:20,$108.02,Online Transaction,Starbucks,Monterey Park,TX,91752.0,5300.0,,No
0,0,2022,1,25,14:07,$39.45,Chip Transaction,Costco,Mira Loma,CA,90210.0,5411.0,,No
0,0,2022,1,25,14:31,$128.15,Chip Transaction,Walmart,Monterey Park,NV,90001.0,5300.0,,No
0,0,2022,1,25,19:27,$148.04,Chip Transaction,Costco,La Verne,NV,90001.0,4900.0,,No
0,0,2022,1,25,23:45,$125.1,Online Transaction,Shell,Los Angeles,NY,91752.0,5300.0,,No
0,0,2022,1,26,03:14,$45.89,Swipe Transaction,Walmart,La Verne,NV,91752.0,5300.0,,No
0,0,2022,1,26,07:12,$63.14,Online Transaction,Best Buy,Los Angeles,NV,91750.0,5651.0,,No
0,0,2022,1,26,10:48,$34.43,Chip Transaction,Starbucks,Mira Loma,NV,91752.0,7832.0,,No
0,0,2022,1,26,13:45,$118.7,Online Transaction,Shell,Monterey Park,NY,90001.0,7538.0,,No
0,0,2022,1,26,15:21,$142.48,Swipe Transaction,Starbucks,Los Angeles,NV,91754.0,4900.0,,No
0,0,2022,1,26,17:13,$8.17,Swipe Transaction,Amazon,La Verne,NV,91750.0,5651.0,,No
0,0,2022,1,26,18:07,$62.91,Chip Transaction,Costco,Mira Loma,CA,90210.0,5651.0,,No
0,0,2022,1,26,19:48,$50.1,Online Transaction,Amazon,Monterey Park,NY,91754.0,4900.0,,No
0,0,2022,1,26,20:54,$16.69,Chip Transaction,Starbucks,La Verne,NV,91754.0,4900.0,,No
0,0,2022,1,26,22:27,$25.25,Chip Transaction,7-Eleven,Los Angeles,TX,91752.0,7538.0,,No
0,0,2022,1,26,22:47,$79.44,Swipe Transaction,7-Eleven,Mira Loma,NY,90001.0,4900.0,Exceeds Withdrawal Limit,No
0,0,2022,1,27,01:10,$86.05,Chip Transaction,Costco,Pasadena,NY,91754.0,5651.0,,No
